,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
222,They Might Be Giants: Wake up! It's They Might Be Giants!,They Might Be Giants,64,59,35,32,143,16,81,19,13,31,23,21,3,0,540
223,Hector Ruiz: The thinking behind 50x15,Hector Ruiz,49,37,19,8,91,202,36,93,78,66,9,23,10,2,723
224,Paul Stamets: 6 ways mushrooms can save the world,Paul Stamets,1921,181,1479,1093,1247,1084,87,167,610,60,54,25,51,18,8077
225,Paul Ewald: Can we domesticate germs?,Paul Ewald,172,252,131,141,43,22,8,9,66,19,30,18,28,6,945
226,Michael Moschen: Juggling as art ... and science,Michael Moschen,267,117,214,488,32,88,367,453,80,26,35,36,22,6,2231
227,Joshua Klein: A thought experiment on the intelligence of crows,Joshua Klein,642,1846,312,977,643,925,676,16,82,122,41,13,14,6,6315
228,Alisa Miller: How the news distorts our worldview,Alisa Miller,199,1219,363,567,340,135,100,167,94,46,194,26,24,16,3490
229,Mark Bittman: What's wrong with what we eat,Mark Bittman,1425,2217,110,1914,389,505,305,183,194,210,92,70,37,102,7753
230,Robert Ballard: The astonishing hidden world of the deep ocean,Robert Ballard,332,623,557,118,704,366,70,70,39,25,7,20,4,5,2940
231,Yves Behar: Designing objects that tell stories,Yves Behar,444,143,193,187,34,140,59,51,44,175,84,124,19,24,1721
232,Arthur Ganson: Moving sculpture,Arthur Ganson,119,370,42,489,27,383,13,140,320,7,35,12,8,5,1970
233,Seyi Oyesola: A hospital tour in Nigeria,Seyi Oyesola,27,66,19,70,6,30,14,24,37,7,13,16,5,19,353
234,"Paul Collier: The ""bottom billion""",Paul Collier,443,330,67,58,410,116,31,117,18,36,22,34,10,17,1709
235,"Susan Blackmore: Memes and ""temes""",Susan Blackmore,197,48,652,136,248,253,313,405,121,68,186,89,118,45,2879
236,"Nathan Myhrvold: Archeology, animal photography, BBQ ...",Nathan Myhrvold,81,273,170,22,157,70,27,9,45,116,31,10,23,23,1057
237,"Rokia Traore: ""Kounandi""",Rokia Traore,84,330,30,100,31,8,7,8,6,4,22,1,0,0,631
238,Wade Davis: The worldwide web of belief and ritual,Wade Davis,512,43,142,256,448,153,315,101,51,90,43,61,25,2,2242
239,Murray Gell-Mann: The ancestor of language,Murray Gell-Mann,78,28,104,6,30,12,65,131,18,18,12,11,7,13,533
240,George Dyson: The birth of the computer,George Dyson,411,319,131,67,41,28,31,41,38,100,55,10,10,8,1290
241,Chris Jordan: Turning powerful stats into art,Chris Jordan,73,123,307,13,764,703,831,509,565,389,108,232,75,11,4703
242,Dean Ornish: Your genes are not your fate,Dean Ornish,571,257,225,248,44,65,81,20,39,22,13,2,1,11,1599
243,Robert Full: Robots inspired by cockroach ingenuity,Robert Full,221,255,495,276,49,265,82,11,47,28,9,4,4,3,1749
244,Adam Grosser: A mobile fridge for vaccines,Adam Grosser,682,211,224,118,163,15,62,51,17,10,13,21,3,0,1590
245,Steven Levitt: Surprising stats about child carseats,Steven Levitt,66,112,208,307,86,23,16,11,64,80,24,57,27,7,1088
246,Benjamin Zander: The transformative power of classical music,Benjamin Zander,5967,1960,8108,2736,639,1303,1291,396,900,143,47,36,37,28,23591
247,"Nicholas Negroponte: One Laptop per Child, two years on",Nicholas Negroponte,89,80,171,21,28,50,25,11,19,55,10,4,7,3,573
248,"Nellie McKay: ""Clonie""",Nellie McKay,104,134,370,27,51,19,32,12,20,26,14,5,3,1,818
249,"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",Sxip Shirey + Rachelle Garniez,44,41,36,21,57,20,38,62,97,54,19,13,2,0,504
250,Peter Diamandis: Stephen Hawking's zero g flight,Peter Diamandis,121,216,77,40,68,11,2,264,13,18,45,12,0,0,887
251,Rick Smolan: The story of a girl,Rick Smolan,344,817,157,650,386,14,22,24,37,11,12,24,23,9,2530
252,"Raul Midon: ""Peace on Earth""",Raul Midon,150,243,27,48,8,18,16,8,65,5,4,3,0,0,595
253,Corneille Ewango: A hero of the Congo forest,Corneille Ewango,136,175,9,4,23,20,50,2,8,21,42,6,3,0,499
254,Torsten Reil: Animate characters by evolving them,Torsten Reil,11,18,14,150,64,79,179,44,32,6,42,5,0,0,644
255,David Hoffman: What happens when you lose everything,David Hoffman,36,65,250,224,53,112,205,36,91,23,29,39,15,6,1184
256,Clay Shirky: Institutions vs. collaboration,Clay Shirky,373,355,514,249,136,88,43,20,31,27,47,5,22,20,1930
257,"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",Nellie McKay,79,20,54,383,476,95,48,60,53,7,7,26,8,3,1319
258,Freeman Dyson: Let's look for life in the outer solar system,Freeman Dyson,221,38,46,109,83,252,52,70,112,115,50,82,23,18,1271
259,Helen Fisher: The brain in love,Helen Fisher,347,1063,1157,639,202,253,144,154,35,131,499,92,50,55,4821
260,Billy Graham: On technology and faith,Billy Graham,470,356,71,122,109,1090,294,158,420,411,148,163,25,56,3893
261,AJ Jacobs: My year of living biblically,AJ Jacobs,531,345,376,936,219,130,422,250,150,116,105,50,52,45,3727
262,Keith Barry: Brain magic,Keith Barry,273,3715,803,206,2555,267,1819,336,252,505,161,137,208,79,11316
263,Martin Seligman: The new era of positive psychology,Martin Seligman,609,1244,708,1094,24,173,202,60,96,166,34,89,75,120,4694
264,Marisa Fick-Jordan: The wonder of Zulu wire art,Marisa Fick-Jordan,81,23,38,32,54,18,10,11,3,9,3,2,0,0,284
265,Chris Abani: On humanity,Chris Abani,491,591,135,672,127,126,45,40,44,5,11,16,19,8,2330
266,Louise Leakey: A dig for humanity's origins,Louise Leakey,55,75,206,109,285,28,16,22,30,86,44,24,10,16,1006
267,Jonathan Harris: The web as art,Jonathan Harris,260,321,146,336,47,55,55,8,39,21,15,21,24,9,1357
268,Reed Kroloff: A tour of modern architecture,Reed Kroloff,48,71,18,33,25,22,33,13,43,38,37,48,12,8,449
269,"Kevin Kelly: The next 5,000 days of the web",Kevin Kelly,188,199,543,171,653,356,218,97,119,29,65,31,44,35,2748
270,Kwabena Boahen: A computer that works like the brain,Kwabena Boahen,27,256,54,147,211,113,31,19,102,40,15,43,10,26,1094
271,Robert Lang: The math and magic of origami,Robert Lang,401,411,747,362,536,329,89,7,48,55,6,3,22,1,3017
272,Bruno Bowden + Rufus Cappadocia: Blindfold origami and cello,Bruno Bowden + Rufus Cappadocia,53,25,69,73,85,10,67,11,10,41,8,4,5,0,461
273,Patricia Burchat: Shedding light on dark matter,Patricia Burchat,951,927,165,139,182,73,66,18,26,104,19,14,22,10,2716
274,Spencer Wells: A family tree for humanity,Spencer Wells,468,82,480,26,150,38,94,36,99,20,20,18,18,10,1559
275,David Griffin: How photography connects us,David Griffin,26,15,500,408,487,189,126,120,40,73,84,19,26,4,2117
276,Lennart Green: Close-up card magic with a twist,Lennart Green,799,1552,1583,399,90,69,19,46,59,80,52,14,13,34,4809
277,Ian Dunbar: Dog-friendly dog training,Ian Dunbar,78,266,28,581,321,392,63,74,34,134,31,31,25,12,2070
278,"Nellie McKay: ""The Dog Song""",Nellie McKay,255,315,83,103,27,36,56,14,23,48,4,10,5,6,985
279,"John Q. Walker: Great piano performances, recreated",John Q. Walker,38,36,92,65,53,35,18,22,17,12,19,6,9,4,426
280,Sugata Mitra: Kids can teach themselves,Sugata Mitra,620,35,18,258,98,461,435,137,255,81,102,29,53,8,2590
281,Ory Okolloh: How I became an activist,Ory Okolloh,68,231,99,46,8,15,37,51,6,47,12,7,13,8,648
282,"Einstein the Parrot: A talking, squawking parrot",Einstein the Parrot,1193,149,430,13,296,97,300,29,16,19,21,106,13,20,2702
283,"Paul Rothemund: DNA folding, in detail",Paul Rothemund,46,140,239,70,172,147,22,19,14,7,13,7,17,8,921
284,Peter Diamandis: Our next giant leap,Peter Diamandis,73,216,75,29,125,70,14,26,26,105,15,15,0,0,789
285,"Peter Hirshberg: The web is more than ""better TV""",Peter Hirshberg,24,27,60,6,154,25,18,17,47,30,22,7,7,1,445
286,Jonathan Drori: What we think we know,Jonathan Drori,228,92,215,466,260,225,193,48,118,51,35,39,27,20,2017
287,Jane Goodall: How humans and animals can live together,Jane Goodall,152,143,161,20,98,42,381,14,81,10,36,16,11,18,1183
288,Irwin Redlener: How to survive a nuclear attack,Irwin Redlener,393,42,99,99,135,65,22,32,8,59,23,18,3,10,1008
289,Brewster Kahle: A free digital library,Brewster Kahle,71,179,197,73,102,60,10,39,43,25,26,10,9,2,846
290,David Gallo: Life in the deep oceans,David Gallo,155,625,34,13,342,334,25,257,21,48,7,30,5,3,1899
291,"Carmen Agra Deedy: Once upon a time, my mother ...",Carmen Agra Deedy,84,481,35,24,26,273,31,61,71,130,90,15,63,8,1392
292,Keith Bellows: The camel's hump,Keith Bellows,68,50,49,57,38,67,2,32,5,7,3,17,0,0,395
293,Ann Cooper: What's wrong with school lunches,Ann Cooper,416,404,108,314,50,57,200,94,163,59,24,40,20,13,1962
294,Jonathan Haidt: The moral roots of liberals and conservatives,Jonathan Haidt,493,1666,1579,1451,169,1788,199,274,315,399,70,89,218,233,8943
295,Eve Ensler: What security means to me,Eve Ensler,431,11,101,293,123,40,54,151,49,27,50,18,100,30,1478
296,David S. Rose: How to pitch to a VC,David S. Rose,496,66,27,212,47,71,144,28,23,30,15,13,8,3,1183
297,Marvin Minsky: Health and the human mind,Marvin Minsky,55,89,111,54,71,105,62,24,27,63,33,17,10,5,726
298,Philip Zimbardo: The psychology of evil,Philip Zimbardo,785,1599,1296,52,85,904,1288,738,136,128,51,217,52,50,7381
299,Laura Trice: Remember to say thank you,Laura Trice,364,542,161,145,766,18,110,79,211,12,15,22,45,50,2540
300,"Caleb Chung: Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,95,151,102,137,59,30,71,48,73,10,25,6,28,19,854
301,Steven Pinker: Human nature and the blank slate,Steven Pinker,284,467,86,21,42,52,21,344,66,146,84,116,34,20,1783
302,Rodney Brooks: Robots will invade our lives,Rodney Brooks,52,79,169,30,78,77,160,73,26,26,10,10,12,9,811
303,Stefan Sagmeister: Things I've learned in my life so far,Stefan Sagmeister,211,147,80,19,25,100,24,87,10,90,14,18,12,16,853
304,Noah Feldman: Politics and religion are technologies,Noah Feldman,122,117,72,118,23,140,59,268,79,92,46,13,8,0,1157
305,Liz Diller: The Blur Building and other tech-empowered architecture,Liz Diller,98,65,19,105,67,71,120,70,46,33,12,101,21,12,840
306,James Nachtwey: Moving photos of extreme drug-resistant TB,James Nachtwey,102,88,78,62,13,73,7,21,5,16,6,0,0,0,471
307,David Perry: Are games better than life?,David Perry,271,102,229,56,87,158,125,72,119,72,63,32,99,27,1512
308,Doris Kearns Goodwin: Lessons from past presidents,Doris Kearns Goodwin,317,168,481,239,37,25,33,30,6,9,24,249,38,3,1659
309,Steven Johnson: The Web as a city,Steven Johnson,41,114,55,37,24,52,16,31,21,8,21,4,1,4,429
310,James Burchfield: Playing invisible turntables,James Burchfield,316,175,64,156,244,200,57,71,65,54,26,17,8,4,1457
311,Garrett Lisi: An 8-dimensional model of the universe,Garrett Lisi,85,376,879,597,321,295,68,381,297,103,90,96,52,21,3661
312,Paola Antonelli: Design and the Elastic Mind,Paola Antonelli,32,62,91,54,106,18,69,145,13,17,23,48,34,21,733
313,Virginia Postrel: On glamour,Virginia Postrel,88,69,171,28,86,52,62,98,39,7,23,27,8,31,789
314,Dean Ornish: Healing through diet,Dean Ornish,425,76,587,13,423,167,46,49,46,27,36,23,14,0,1932
315,"John Hodgman: Aliens, love -- where are they?",John Hodgman,171,1795,495,283,81,71,170,226,65,27,106,46,36,33,3605
316,Paul MacCready: Nature vs. humans,Paul MacCready,47,54,52,26,58,19,5,6,17,19,29,2,0,0,334
317,"Mihaly Csikszentmihalyi: Flow, the secret to happiness",Mihaly Csikszentmihalyi,927,1079,1110,218,261,72,163,271,55,62,110,113,23,6,4470
318,Kristen Ashburn: The face of AIDS in Africa,Kristen Ashburn,62,47,88,65,111,33,28,42,4,8,5,1,0,0,494
319,Jared Diamond: Why do societies collapse?,Jared Diamond,503,164,231,79,729,17,299,83,143,40,104,32,54,28,2506
320,Rives: A story of mixed emoticons,Rives,630,211,56,194,86,132,47,258,32,36,23,11,98,10,1824
321,Zach Kaplan + Keith Schacht: Toys and materials from the future,Zach Kaplan + Keith Schacht,15,205,90,142,47,107,178,87,60,55,56,19,9,8,1078
322,Newton Aduaka: The story of Ezra,Newton Aduaka,137,68,68,40,12,17,40,33,47,7,9,3,0,0,481
323,Jackie Tabick: The balancing act of compassion,Jackie Tabick,14,30,45,11,21,28,13,20,7,7,8,3,2,0,209
324,Dayananda Saraswati: The profound journey of compassion,Dayananda Saraswati,369,105,85,9,20,23,21,7,68,169,4,30,38,32,980
325,James Forbes: Compassion at the dinner table,James Forbes,73,47,12,6,12,3,15,15,6,13,5,2,1,3,213
326,"Feisal Abdul Rauf: Lose your ego, find your compassion",Feisal Abdul Rauf,35,27,40,182,274,24,56,16,64,12,56,8,38,0,832
327,Robert Thurman: Expanding your circle of compassion,Robert Thurman,148,23,20,9,11,35,60,26,12,6,27,14,18,8,417
328,Robert Wright: The evolution of compassion,Robert Wright,32,20,88,42,64,8,57,4,7,27,11,15,8,13,396
329,Graham Hawkes: A flight through the ocean,Graham Hawkes,34,85,17,78,66,64,98,24,45,41,53,17,14,11,647
330,James Surowiecki: The power and the danger of online crowds,James Surowiecki,65,72,10,54,138,48,17,21,13,4,5,2,2,1,452
331,John Francis: Walk the earth ... my 17-year vow of silence,John Francis,754,272,279,274,36,58,35,136,94,30,15,15,9,1,2008
332,Tim Brown: Tales of creativity and play,Tim Brown,225,766,321,457,288,63,112,106,336,44,19,55,5,23,2820
333,Luca Turin: The science of scent,Luca Turin,179,24,239,38,267,26,20,44,63,51,12,8,7,7,985
334,Lee Smolin: Science and democracy,Lee Smolin,68,92,73,65,61,40,42,32,42,10,12,9,10,6,562
335,Samantha Power: A complicated hero in the war on dictatorship,Samantha Power,112,176,121,16,151,59,9,26,37,25,45,2,4,0,783
336,Charles Elachi: The story behind the Mars Rovers,Charles Elachi,45,127,30,36,62,164,41,61,20,5,6,9,7,3,616
337,Ursus Wehrli: Tidying up art,Ursus Wehrli,21,45,77,128,1080,93,167,324,127,20,30,54,70,10,2246
338,Stewart Brand: The Long Now,Stewart Brand,84,16,17,22,88,35,57,69,45,11,22,19,11,3,499
339,Isaac Mizrahi: Fashion and creativity,Isaac Mizrahi,78,325,44,103,140,97,125,39,60,95,26,74,9,6,1221
340,"Franco Sacchi: A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi,28,86,95,48,15,18,21,10,15,19,9,7,6,3,380
341,George Smoot: The design of the universe,George Smoot,325,14,364,112,486,663,178,129,65,39,19,126,98,13,2631
342,"Bill Joy: What I'm worried about, what I'm excited about",Bill Joy,45,10,15,139,71,20,62,54,42,56,18,32,2,1,567
343,Dan Barber: A foie gras parable,Dan Barber,43,534,360,479,183,273,116,96,278,31,33,51,32,3,2512
344,Andy Hobsbawm: Do the green thing,Andy Hobsbawm,28,7,24,120,67,21,121,47,10,32,27,4,18,2,528
345,Gregory Petsko: The coming neurological epidemic,Gregory Petsko,271,607,83,61,81,130,14,10,43,24,23,1,1,0,1349
346,Richard Preston: The mysterious lives of giant trees,Richard Preston,341,337,510,229,52,225,41,21,33,13,10,4,5,1,1822
347,Philip Rosedale: Life in Second Life,Philip Rosedale,114,164,44,74,152,116,10,54,95,51,31,9,15,25,954
348,Larry Burns: The future of cars,Larry Burns,61,56,102,127,39,230,54,29,13,14,12,41,24,11,813
349,Nick Sears: Demo: The Orb,Nick Sears,102,90,83,35,24,42,6,18,51,33,5,2,2,0,493
350,David Holt: The joyful tradition of mountain music,David Holt,145,6,120,133,158,31,20,78,2,38,4,2,5,0,742
351,Eva Zeisel: The playful search for beauty,Eva Zeisel,172,182,44,85,32,38,10,38,13,17,9,7,3,0,650
352,Dennis vanEngelsdorp: A plea for bees,Dennis vanEngelsdorp,389,238,221,268,32,47,96,63,31,11,15,7,4,2,1424
353,Jay Walker: My library of human imagination,Jay Walker,71,128,29,159,56,52,107,51,13,17,29,10,5,6,733
354,Dan Gilbert: Why we make bad decisions,Dan Gilbert,1396,887,441,1402,215,541,44,338,86,53,29,61,53,132,5678
355,Benjamin Wallace: The price of happiness,Benjamin Wallace,85,471,459,92,39,232,300,61,43,109,147,20,53,13,2124
356,Penelope Boston: There might just be life on Mars,Penelope Boston,131,110,53,18,26,18,32,4,23,31,10,20,2,6,484
357,Steven Strogatz: The science of sync,Steven Strogatz,61,52,53,239,313,83,25,58,45,65,8,28,9,0,1039
358,Nicholas Negroponte: Taking OLPC to Colombia,Nicholas Negroponte,246,53,37,67,57,47,75,27,3,12,5,15,5,0,649
359,Jennifer 8. Lee: The hunt for General Tso,Jennifer 8. Lee,598,121,648,354,44,62,33,26,38,22,9,24,10,5,1994
360,Kary Mullis: Play! Experiment! Discover!,Kary Mullis,89,125,87,109,66,98,57,53,38,40,25,22,27,8,844
361,John Maeda: My journey in design,John Maeda,56,30,57,18,16,33,15,29,42,17,8,8,1,0,330
362,Paul Sereno: Digging up dinosaurs,Paul Sereno,115,121,125,17,29,27,10,20,24,19,9,7,15,7,545
363,Paul Moller: My dream of a flying car,Paul Moller,124,57,78,46,18,49,54,37,29,72,26,4,1,0,595
364,Greg Lynn: Organic algorithms in architecture,Greg Lynn,33,46,86,60,41,36,50,12,14,33,10,9,2,3,435
365,Rob Forbes: Ways of seeing,Rob Forbes,75,49,66,18,54,17,57,82,8,44,21,18,2,1,512
366,Scott McCloud: The visual magic of comics,Scott McCloud,217,325,245,78,85,224,218,58,57,36,10,14,42,59,1668
367,Peter Reinhart: The art and craft of bread,Peter Reinhart,81,141,208,72,78,80,18,27,116,15,19,16,8,7,886
368,Joseph Pine: What consumers want,Joseph Pine,42,73,164,122,263,93,48,35,14,168,30,20,15,6,1093
369,"Paula Scher: Great design is serious, not solemn",Paula Scher,80,50,263,42,54,50,39,31,68,9,12,6,12,3,719
370,David Carson: Design and discovery,David Carson,363,55,228,38,75,18,25,87,51,40,13,25,12,15,1045
371,Jamais Cascio: Tools for a better world,Jamais Cascio,37,67,3,19,30,36,18,7,6,67,30,7,8,2,337
372,Barry Schuler: Genomics 101,Barry Schuler,33,26,168,140,46,61,9,37,34,17,26,16,10,2,625
373,Sherwin Nuland: The extraordinary power of ordinary people,Sherwin Nuland,60,62,144,41,56,21,25,31,42,12,19,7,6,2,528
374,Woody Norris: Hypersonic sound and other inventions,Woody Norris,756,180,185,401,49,79,58,34,37,318,20,34,9,25,2185
375,Peter Ward: A theory of Earth's mass extinctions,Peter Ward,171,180,58,43,21,64,32,18,36,45,9,19,13,2,711
376,Aimee Mullins: Changing my legs - and my mindset,Aimee Mullins,249,365,131,18,101,84,3,23,95,61,14,19,12,2,1177
377,Joe DeRisi: Solving medical mysteries,Joe DeRisi,36,185,155,20,143,5,24,9,42,109,4,14,1,7,754
378,Natalie MacMaster: Fiddling in reel time,Natalie MacMaster,114,82,227,40,14,112,8,4,8,4,3,7,6,6,635
379,Bill Gross: A solar energy system that tracks the sun,Bill Gross,98,393,38,180,176,182,29,10,18,16,67,5,7,3,1222
380,"Bill Gates: Mosquitos, malaria and education",Bill Gates,633,895,735,69,216,187,160,240,90,31,60,104,65,91,3576
381,Elizabeth Gilbert: Your elusive creative genius,Elizabeth Gilbert,4027,738,2239,8130,1329,1754,546,351,182,870,553,2093,1206,138,24156
382,Milton Glaser: Using design to make ideas new,Milton Glaser,58,27,77,27,48,34,11,18,35,34,8,12,4,3,396
383,David Merrill: Toy tiles that talk to each other,David Merrill,824,552,43,403,187,111,50,372,95,9,12,54,24,8,2744
384,Barry Schwartz: Our loss of wisdom,Barry Schwartz,1859,3420,356,98,190,639,706,658,48,376,257,48,118,38,8811
385,Juan Enriquez: The next species of human,Juan Enriquez,967,528,440,1271,116,63,290,751,506,42,91,114,32,49,5260
386,José Antonio Abreu: The El Sistema music revolution,José Antonio Abreu,79,655,220,146,119,7,159,34,20,18,10,7,49,0,1523
387,Gustavo Dudamel and the Teresa Carreño Youth Orchestra: El Sistema's top youth orchestra,Gustavo Dudamel and the Teresa Carreño Youth Orchestra,668,657,659,89,283,31,47,9,7,2,8,5,11,9,2485
388,Sylvia Earle: My wish: Protect our oceans,Sylvia Earle,785,369,464,262,246,15,157,216,18,12,22,26,29,13,2634
389,Jill Tarter: Join the SETI search,Jill Tarter,87,82,133,206,343,61,151,45,23,91,39,44,5,8,1318
390,Ed Ulbrich: How Benjamin Button got his face,Ed Ulbrich,463,328,185,16,31,58,388,25,87,3,18,16,4,3,1625
391,Charles Moore: Seas of plastic,Charles Moore,54,25,543,447,390,80,156,15,100,6,17,12,16,5,1866
392,Richard Pyle: A dive into the reef's Twilight Zone,Richard Pyle,22,103,112,52,28,3,53,75,37,11,8,3,6,2,515
393,Miru Kim: My underground art explorations,Miru Kim,169,167,287,154,35,55,35,16,17,9,41,9,7,7,1008
